domain,problem,config,solved,cost,search_time,mutex_nodes,sas_vars,co_edges,tr_nodes,fw_expanded,bw_expanded,fw_closed_nodes,bw_closed_nodes,peak_bdd_nodes,final_bdd_nodes,fw_steps,bw_steps,fw_truncated,bw_truncated
airport,p44-airport5MUC-p5.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p44-airport5MUC-p5.pddl,symk,0,,,,1533,,,,,,,,,,,,
airport,p45-airport5MUC-p6.pddl,causal,0,,,24416428,3952,,2818294,,,,,,,,,,
airport,p45-airport5MUC-p6.pddl,comb-w,0,,,18007652,3952,334782,1271648,,,,,,,,,,
airport,p45-airport5MUC-p6.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p45-airport5MUC-p6.pddl,symk,0,,,,1789,,,,,,,,,,,,
airport,p46-airport5MUC-p6.pddl,causal,0,,,26700822,3960,,3078363,,,,,,,,,,
airport,p46-airport5MUC-p6.pddl,comb-w,0,,,15522856,3960,345182,1394884,,,,,,,,,,
airport,p46-airport5MUC-p6.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p46-airport5MUC-p6.pddl,symk,0,,,,1789,,,,,,,,,,,,
airport,p47-airport5MUC-p8.pddl,causal,0,,,33377369,5106,,6045806,,,,,,,,,,
airport,p47-airport5MUC-p8.pddl,comb-w,0,,,33034117,5106,463438,1976548,,,,,,,,,,
airport,p47-airport5MUC-p8.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p47-airport5MUC-p8.pddl,symk,0,,,,2301,,,,,,,,,,,,
airport,p48-airport5MUC-p9.pddl,causal,0,,,25506851,5691,,8469117,,,,,,,,,,
airport,p48-airport5MUC-p9.pddl,comb-w,0,,,16147993,5691,1052592,4069381,,,,,,,,,,
airport,p48-airport5MUC-p9.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p48-airport5MUC-p9.pddl,symk,0,,,,2557,,,,,,,,,,,,
airport,p49-airport5MUC-p10.pddl,causal,0,,,13014777,6260,,9634958,,,,,,,,,,
airport,p49-airport5MUC-p10.pddl,comb-w,0,,,24900944,6260,1180514,4465351,,,,,,,,,,
airport,p49-airport5MUC-p10.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p49-airport5MUC-p10.pddl,symk,0,,,,2813,,,,,,,,,,,,
airport,p50-airport5MUC-p15.pddl,causal,0,,,21582013,9145,,3955781,,,,,,,,,,
airport,p50-airport5MUC-p15.pddl,comb-w,0,,,29396509,9145,30464,3655196,,,,,,,,,,
airport,p50-airport5MUC-p15.pddl,tr-select,0,,,,,,,,,,,,,,,,
airport,p50-airport5MUC-p15.pddl,symk,0,,,,4093,,,,,,,,,,,,
barman-opt11-strips,pfile01-001.pddl,causal,1,90,13.2067,6678,62,,9520,1.24649e+06,7.78222e+18,158691,126580,7108010,1173811,40,36,0,0
barman-opt11-strips,pfile01-001.pddl,comb-w,1,90,10.9375,3111,62,243,8915,1.24649e+06,7.78222e+18,145410,112540,6810608,1043870,40,36,0,0
barman-opt11-strips,pfile01-001.pddl,tr-select,1,90,7.19803,,,,,,,,,,,,,,
barman-opt11-strips,pfile01-001.pddl,symk,1,90,16.685,,62,,,,,,,,,,,,
barman-opt11-strips,pfile01-002.pddl,causal,1,90,7.78547,6853,62,,7951,784591,7.78222e+18,110640,109833,4492712,749197,36,39,0,0
barman-opt11-strips,pfile01-002.pddl,comb-w,1,90,6.56035,2282,62,252,6686,699577,7.78222e+18,95595,72701,3771180,617840,35,40,0,0
barman-opt11-strips,pfile01-002.pddl,tr-select,1,90,6.31557,,,,,,,,,,,,,,
barman-opt11-strips,pfile01-002.pddl,symk,1,90,13.9502,,62,,,,,,,,,,,,
barman-opt11-strips,pfile01-003.pddl,causal,1,90,10.5391,11768,62,,8615,784591,7.78222e+18,48890,72499,8935346,1104966,36,39,0,0
barman-opt11-strips,pfile01-003.pddl,comb-w,1,90,8.68528,5153,62,252,6802,967393,7.78222e+18,37314,63615,9548546,1110129,38,37,0,0
barman-opt11-strips,pfile01-003.pddl,tr-select,1,90,8.65112,,,,,,,,,,,,,,
barman-opt11-strips,pfile01-003.pddl,symk,1,90,12.7141,,62,,,,,,,,,,,,
barman-opt11-strips,pfile01-004.pddl,causal,1,90,7.47188,6652,62,,7877,784591,7.78222e+18,110261,96738,4411974,719353,36,39,0,0
barman-opt11-strips,pfile01-004.pddl,comb-w,1,90,5.80689,2282,62,252,6686,699577,7.78222e+18,95667,72683,3773224,618041,35,40,0,0
barman-opt11-strips,pfile01-004.pddl,tr-select,1,90,6.24479,,,,,,,,,,,,,,
barman-opt11-strips,pfile01-004.pddl,symk,1,90,15.8939,,62,,,,,,,,,,,,
barman-opt11-strips,pfile02-005.pddl,causal,1,121,157.528,31807,80,,16360,1.08092e+07,1.38838e+24,1130923,666427,19005112,7501843,42,64,0,0
barman-opt11-strips,pfile02-005.pddl,comb-w,1,121,208.888,11141,80,369,19218,3.73468e+07,1.38838e+24,669620,651478,23768654,10908912,54,52,0,0
barman-opt11-strips,pfile02-005.pddl,tr-select,1,121,93.3562,,,,,,,,,,,,,,
barman-opt11-strips,pfile02-005.pddl,symk,1,121,168.65,,80,,,,,,,,,,,,
barman-opt11-strips,pfile02-006.pddl,causal,1,121,286.282,92225,80,,26184,3.73468e+07,1.38838e+24,636270,602862,30551668,15156300,54,52,0,0
barman-opt11-strips,pfile02-006.pddl,comb-w,1,121,103.046,3218,80,369,11784,1.08092e+07,1.38838e+24,581129,436198,13498576,5405931,42,64,0,0
barman-opt11-strips,pfile02-006.pddl,tr-select,1,121,99.8823,,,,,,,,,,,,,,
barman-opt11-strips,pfile02-006.pddl,symk,1,121,291.816,,80,,,,,,,,,,,,
barman-opt11-strips,pfile02-007.pddl,causal,1,121,233.908,37066,80,,18686,1.61591e+07,1.38838e+24,1411247,1005470,19749128,9303196,46,60,0,0
barman-opt11-strips,pfile02-007.pddl,comb-w,1,121,238.816,9508,80,369,17532,4.44617e+07,1.38838e+24,580101,659382,24863216,11041819,57,49,0,0
barman-opt11-strips,pfile02-007.pddl,tr-select,1,121,80.5528,,,,,,,,,,,,,,
barman-opt11-strips,pfile02-007.pddl,symk,1,121,206.215,,80,,,,,,,,,,,,
barman-opt11-strips,pfile02-008.pddl,causal,1,121,271.518,94218,80,,23339,4.08843e+07,1.38838e+24,574636,631910,30226672,14742144,56,50,0,0
barman-opt11-strips,pfile02-008.pddl,comb-w,1,121,135.954,3616,80,369,11740,1.78081e+07,1.38838e+24,522894,608667,17056158,6631956,47,59,0,0
barman-opt11-strips,pfile02-008.pddl,tr-select,1,121,73.4087,,,,,,,,,,,,,,
barman-opt11-strips,pfile02-008.pddl,symk,1,121,185.13,,80,,,,,,,,,,,,
barman-opt11-strips,pfile03-009.pddl,causal,0,,,107181,100,,43937,,,,,,,,,,
barman-opt11-strips,pfile03-009.pddl,comb-w,0,,,60307,100,515,24235,,,,,,,,,,
barman-opt11-strips,pfile03-009.pddl,tr-select,1,152,1206.19,,,,,,,,,,,,,,
barman-opt11-strips,pfile03-009.pddl,symk,0,,,,100,,,,,,,,,,,,
barman-opt11-strips,pfile03-010.pddl,causal,0,,,9190,100,,49748,,,,,,,,,,
barman-opt11-strips,pfile03-010.pddl,comb-w,0,,,59027,100,504,35993,,,,,,,,,,
barman-opt11-strips,pfile03-010.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt11-strips,pfile03-010.pddl,symk,0,,,,100,,,,,,,,,,,,
barman-opt11-strips,pfile03-011.pddl,causal,0,,,6646,100,,37201,,,,,,,,,,
barman-opt11-strips,pfile03-011.pddl,comb-w,1,152,1631.47,61071,100,515,23844,1.58803e+09,9.50738e+29,2843227,1946263,79606646,55645841,75,62,0,0
barman-opt11-strips,pfile03-011.pddl,tr-select,1,152,928.456,,,,,,,,,,,,,,
barman-opt11-strips,pfile03-011.pddl,symk,0,,,,100,,,,,,,,,,,,
barman-opt11-strips,pfile03-012.pddl,causal,0,,,92855,100,,46843,,,,,,,,,,
barman-opt11-strips,pfile03-012.pddl,comb-w,0,,,38557,100,504,31727,,,,,,,,,,
barman-opt11-strips,pfile03-012.pddl,tr-select,1,152,1685.7,,,,,,,,,,,,,,
barman-opt11-strips,pfile03-012.pddl,symk,0,,,,100,,,,,,,,,,,,
barman-opt11-strips,pfile04-013.pddl,causal,0,,,5183,137,,102969,,,,,,,,,,
barman-opt11-strips,pfile04-013.pddl,comb-w,0,,,29546,137,769,100660,,,,,,,,,,
barman-opt11-strips,pfile04-013.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt11-strips,pfile04-013.pddl,symk,0,,,,137,,,,,,,,,,,,
barman-opt11-strips,pfile04-014.pddl,causal,0,,,91190,137,,117347,,,,,,,,,,
barman-opt11-strips,pfile04-014.pddl,comb-w,0,,,8230,137,769,98200,,,,,,,,,,
barman-opt11-strips,pfile04-014.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt11-strips,pfile04-014.pddl,symk,0,,,,137,,,,,,,,,,,,
barman-opt11-strips,pfile04-015.pddl,causal,0,,,38852,137,,131763,,,,,,,,,,
barman-opt11-strips,pfile04-015.pddl,comb-w,0,,,70191,137,769,98118,,,,,,,,,,
barman-opt11-strips,pfile04-015.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt11-strips,pfile04-015.pddl,symk,0,,,,137,,,,,,,,,,,,
barman-opt11-strips,pfile04-016.pddl,causal,0,,,61627,137,,98990,,,,,,,,,,
barman-opt11-strips,pfile04-016.pddl,comb-w,0,,,23402,137,769,100193,,,,,,,,,,
barman-opt11-strips,pfile04-016.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt11-strips,pfile04-016.pddl,symk,0,,,,137,,,,,,,,,,,,
barman-opt11-strips,pfile05-017.pddl,causal,0,,,96870,162,,327868,,,,,,,,,,
barman-opt11-strips,pfile05-017.pddl,comb-w,0,,,21273,162,995,57080,,,,,,,,,,
barman-opt11-strips,pfile05-017.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt11-strips,pfile05-017.pddl,symk,0,,,,162,,,,,,,,,,,,
barman-opt11-strips,pfile05-018.pddl,causal,0,,,56597,162,,195943,,,,,,,,,,
barman-opt11-strips,pfile05-018.pddl,comb-w,0,,,40481,162,995,37267,,,,,,,,,,
barman-opt11-strips,pfile05-018.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt11-strips,pfile05-018.pddl,symk,0,,,,162,,,,,,,,,,,,
barman-opt11-strips,pfile05-019.pddl,causal,0,,,92172,162,,226572,,,,,,,,,,
barman-opt11-strips,pfile05-019.pddl,comb-w,0,,,43721,162,995,50686,,,,,,,,,,
barman-opt11-strips,pfile05-019.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt11-strips,pfile05-019.pddl,symk,0,,,,162,,,,,,,,,,,,
barman-opt11-strips,pfile05-020.pddl,causal,0,,,75485,162,,187449,,,,,,,,,,
barman-opt11-strips,pfile05-020.pddl,comb-w,0,,,35433,162,995,69937,,,,,,,,,,
barman-opt11-strips,pfile05-020.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt11-strips,pfile05-020.pddl,symk,0,,,,162,,,,,,,,,,,,
barman-opt14-strips,p435-1.pddl,causal,1,49,111.257,84271,80,,28249,1.7327e+07,1.38838e+24,555111,605248,21709324,8488777,21,28,0,0
barman-opt14-strips,p435-1.pddl,comb-w,1,49,50.6195,3190,80,369,11791,1.30845e+07,1.38838e+24,575112,453851,9983918,3795812,19,30,0,0
barman-opt14-strips,p435-1.pddl,tr-select,1,49,46.8711,,,,,,,,,,,,,,
barman-opt14-strips,p435-1.pddl,symk,1,49,50.2318,,80,,,,,,,,,,,,
barman-opt14-strips,p435-2.pddl,causal,1,49,104.392,30035,80,,32577,1.74237e+07,1.38838e+24,647830,762892,20086388,8051381,21,28,0,0
barman-opt14-strips,p435-2.pddl,comb-w,1,49,128.682,15936,80,359,31518,3.52051e+07,1.38838e+24,697443,665101,21176862,8416660,23,26,0,0
barman-opt14-strips,p435-2.pddl,tr-select,1,49,129.108,,,,,,,,,,,,,,
barman-opt14-strips,p435-2.pddl,symk,1,49,49.8854,,80,,,,,,,,,,,,
barman-opt14-strips,p435-3.pddl,causal,1,49,61.6329,60756,80,,30803,1.30845e+07,1.38838e+24,465788,495753,18590180,5807801,20,29,0,0
barman-opt14-strips,p435-3.pddl,comb-w,1,49,54.1933,10647,80,369,14645,9.48205e+06,1.38838e+24,567601,615268,12088216,4039351,19,30,0,0
barman-opt14-strips,p435-3.pddl,tr-select,1,49,19.0633,,,,,,,,,,,,,,
barman-opt14-strips,p435-3.pddl,symk,1,49,85.7215,,80,,,,,,,,,,,,
barman-opt14-strips,p536-1.pddl,causal,1,62,1756.29,109313,100,,50670,1.42407e+08,9.50738e+29,4075978,2833085,38748108,22933900,39,41,0,0
barman-opt14-strips,p536-1.pddl,comb-w,1,62,662.681,60270,100,515,24786,1.26558e+09,9.50738e+29,2905659,2450905,60999092,33256197,31,31,0,0
barman-opt14-strips,p536-1.pddl,tr-select,1,62,183.753,,,,,,,,,,,,,,
barman-opt14-strips,p536-1.pddl,symk,1,62,830.253,,100,,,,,,,,,,,,
barman-opt14-strips,p536-2.pddl,causal,1,62,1344.72,4378,100,,58030,3.6138e+08,9.50738e+29,3658446,2582256,62811098,38628402,25,43,0,0
barman-opt14-strips,p536-2.pddl,comb-w,0,,,16259,100,504,38507,,,,,,,,,,
barman-opt14-strips,p536-2.pddl,tr-select,1,62,428.044,,,,,,,,,,,,,,
barman-opt14-strips,p536-2.pddl,symk,1,62,1743.96,,100,,,,,,,,,,,,
barman-opt14-strips,p536-3.pddl,causal,1,62,826.286,74460,100,,48131,1.42407e+08,9.50738e+29,3540873,2689563,47284874,28047463,21,41,0,0
barman-opt14-strips,p536-3.pddl,comb-w,1,62,354.476,60319,100,515,24526,2.72636e+08,9.50738e+29,1589861,1227954,42899472,21333900,23,39,0,0
barman-opt14-strips,p536-3.pddl,tr-select,1,62,812.261,,,,,,,,,,,,,,
barman-opt14-strips,p536-3.pddl,symk,1,62,287.255,,100,,,,,,,,,,,,
barman-opt14-strips,p638-1.pddl,causal,0,,,29009,137,,136801,,,,,,,,,,
barman-opt14-strips,p638-1.pddl,comb-w,0,,,35392,137,769,40082,,,,,,,,,,
barman-opt14-strips,p638-1.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt14-strips,p638-1.pddl,symk,0,,,,137,,,,,,,,,,,,
barman-opt14-strips,p638-2.pddl,causal,0,,,98800,137,,147897,,,,,,,,,,
barman-opt14-strips,p638-2.pddl,comb-w,0,,,23255,137,769,99635,,,,,,,,,,
barman-opt14-strips,p638-2.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt14-strips,p638-2.pddl,symk,0,,,,137,,,,,,,,,,,,
barman-opt14-strips,p638-3.pddl,causal,0,,,41314,137,,160303,,,,,,,,,,
barman-opt14-strips,p638-3.pddl,comb-w,0,,,74734,137,769,97522,,,,,,,,,,
barman-opt14-strips,p638-3.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt14-strips,p638-3.pddl,symk,0,,,,137,,,,,,,,,,,,
barman-opt14-strips,p739-1.pddl,causal,0,,,85126,162,,208790,,,,,,,,,,
barman-opt14-strips,p739-1.pddl,comb-w,0,,,83366,162,995,41131,,,,,,,,,,
barman-opt14-strips,p739-1.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt14-strips,p739-1.pddl,symk,0,,,,162,,,,,,,,,,,,
barman-opt14-strips,p739-2.pddl,causal,0,,,72482,162,,173298,,,,,,,,,,
barman-opt14-strips,p739-2.pddl,comb-w,0,,,83384,162,995,44933,,,,,,,,,,
barman-opt14-strips,p739-2.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt14-strips,p739-2.pddl,symk,0,,,,162,,,,,,,,,,,,
barman-opt14-strips,p739-3.pddl,causal,0,,,50753,162,,246902,,,,,,,,,,
barman-opt14-strips,p739-3.pddl,comb-w,0,,,33117,162,995,52870,,,,,,,,,,
barman-opt14-strips,p739-3.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt14-strips,p739-3.pddl,symk,0,,,,162,,,,,,,,,,,,
barman-opt14-strips,p839-1.pddl,causal,0,,,152939,172,,223444,,,,,,,,,,
barman-opt14-strips,p839-1.pddl,comb-w,0,,,44175,172,1143,61443,,,,,,,,,,
barman-opt14-strips,p839-1.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt14-strips,p839-1.pddl,symk,0,,,,172,,,,,,,,,,,,
barman-opt14-strips,p839-2.pddl,causal,0,,,71473,172,,222644,,,,,,,,,,
barman-opt14-strips,p839-2.pddl,comb-w,0,,,16028,172,1143,93170,,,,,,,,,,
barman-opt14-strips,p839-2.pddl,tr-select,0,,,,,,,,,,,,,,,,
barman-opt14-strips,p839-2.pddl,symk,0,,,,172,,,,,,,,,,,,
blocks,probBLOCKS-10-0.pddl,causal,1,34,1.27775,114606,21,,43232,45750,139245,23383,43756,2235114,283595,16,18,0,0
blocks,probBLOCKS-10-0.pddl,comb-w,1,34,1.35837,169644,21,650,39241,116718,68277,62426,40989,2256576,431015,16,18,0,0
blocks,probBLOCKS-10-0.pddl,tr-select,1,34,1.20237,,,,,,,,,,,,,,
blocks,probBLOCKS-10-0.pddl,symk,1,34,1.40856,,21,,,,,,,,,,,,
blocks,probBLOCKS-10-1.pddl,causal,1,32,1.23033,114132,21,,43281,27619,139245,24524,40097,2101232,279039,14,18,0,0
blocks,probBLOCKS-10-1.pddl,comb-w,1,32,1.29772,169333,21,650,38786,27619,139245,43893,57907,2155398,429449,14,18,0,0
blocks,probBLOCKS-10-1.pddl,tr-select,1,32,1.1312,,,,,,,,,,,,,,
blocks,probBLOCKS-10-1.pddl,symk,1,32,1.06197,,21,,,,,,,,,,,,
blocks,probBLOCKS-10-2.pddl,causal,1,34,1.16234,114077,21,,43244,45750,139245,24347,37495,2125760,297156,16,18,0,0
blocks,probBLOCKS-10-2.pddl,comb-w,1,34,1.6405,166923,21,650,38535,45750,139245,47073,69367,2345490,465168,16,18,0,0
blocks,probBLOCKS-10-2.pddl,tr-select,1,34,1.26712,,,,,,,,,,,,,,
blocks,probBLOCKS-10-2.pddl,symk,1,34,1.15542,,21,,,,,,,,,,,,
blocks,probBLOCKS-11-0.pddl,causal,1,32,2.03271,195601,23,,67131,74852,312825,59499,72868,3402238,523213,13,19,0,0
blocks,probBLOCKS-11-0.pddl,comb-w,1,32,3.62284,244156,23,847,69938,169593,165869,140302,84991,4508042,790119,13,19,0,0
blocks,probBLOCKS-11-0.pddl,tr-select,1,32,2.78833,,,,,,,,,,,,,,
blocks,probBLOCKS-11-0.pddl,symk,1,32,2.07053,,23,,,,,,,,,,,,
blocks,probBLOCKS-11-1.pddl,causal,1,30,4.24015,195824,23,,67168,143173,312825,124799,88877,4275026,632769,10,20,0,0
blocks,probBLOCKS-11-1.pddl,comb-w,1,30,5.23081,245056,23,847,69514,143173,312825,187480,123160,5187672,925400,10,20,0,0
blocks,probBLOCKS-11-1.pddl,tr-select,1,30,3.52226,,,,,,,,,,,,,,
blocks,probBLOCKS-11-1.pddl,symk,1,30,3.27015,,23,,,,,,,,,,,,
blocks,probBLOCKS-11-2.pddl,causal,1,34,3.30941,196829,23,,67100,154952,165869,62106,51574,3494218,494591,15,19,0,0
blocks,probBLOCKS-11-2.pddl,comb-w,1,34,2.59434,247021,23,847,70351,154952,165869,135223,81325,4267872,781136,15,19,0,0
blocks,probBLOCKS-11-2.pddl,tr-select,1,34,2.48992,,,,,,,,,,,,,,
blocks,probBLOCKS-11-2.pddl,symk,1,34,3.77709,,23,,,,,,,,,,,,
blocks,probBLOCKS-12-0.pddl,causal,1,34,5.31396,214255,25,,493840,216208,370169,114587,73859,9033458,1085373,14,20,0,0
blocks,probBLOCKS-12-0.pddl,comb-w,1,34,5.7545,442831,25,1080,95374,216208,370169,115363,161030,8514282,1134907,15,19,0,0
blocks,probBLOCKS-12-0.pddl,tr-select,1,34,5.51563,,,,,,,,,,,,,,
blocks,probBLOCKS-12-0.pddl,symk,1,34,5.59131,,25,,,,,,,,,,,,
blocks,probBLOCKS-12-1.pddl,causal,1,34,3.83608,213774,25,,392381,96803,223213,57917,43404,7661934,815507,15,19,0,0
blocks,probBLOCKS-12-1.pddl,comb-w,1,34,6.13235,442020,25,1080,95889,96803,223213,97699,86216,7643538,946479,15,19,0,0
blocks,probBLOCKS-12-1.pddl,tr-select,1,34,3.84996,,,,,,,,,,,,,,
blocks,probBLOCKS-12-1.pddl,symk,1,34,4.49981,,25,,,,,,,,,,,,
blocks,probBLOCKS-13-0.pddl,causal,1,42,64.0304,413860,27,,578611,8.62905e+06,1.08224e+07,1047591,688574,13513906,4139889,18,24,0,0
blocks,probBLOCKS-13-0.pddl,comb-w,1,42,92.93,1970279,27,1352,181560,8.62905e+06,1.08224e+07,1887369,1368439,23449790,9136014,18,24,0,0
blocks,probBLOCKS-13-0.pddl,tr-select,1,42,104.111,,,,,,,,,,,,,,
blocks,probBLOCKS-13-0.pddl,symk,1,42,86.2857,,27,,,,,,,,,,,,
blocks,probBLOCKS-13-1.pddl,causal,1,44,49.7924,407529,27,,479259,9.79973e+06,1.08224e+07,678939,686138,12401970,3586857,21,23,0,0
blocks,probBLOCKS-13-1.pddl,comb-w,1,44,104.36,4146194,27,1352,179269,9.79973e+06,1.08224e+07,1630135,1817788,26796840,11766579,21,23,0,0
blocks,probBLOCKS-13-1.pddl,tr-select,1,44,116.267,,,,,,,,,,,,,,
blocks,probBLOCKS-13-1.pddl,symk,1,44,65.4848,,27,,,,,,,,,,,,
blocks,probBLOCKS-14-0.pddl,causal,1,38,39.0407,2434415,29,,727709,1.09647e+06,4.91635e+06,375531,592963,19262656,5009849,16,22,0,0
blocks,probBLOCKS-14-0.pddl,comb-w,1,38,39.3661,1021319,29,1666,218108,2.98761e+06,2.11363e+06,875538,626896,17399550,4503682,16,22,0,0
blocks,probBLOCKS-14-0.pddl,tr-select,1,38,41.635,,,,,,,,,,,,,,
blocks,probBLOCKS-14-0.pddl,symk,1,38,35.8101,,29,,,,,,,,,,,,
blocks,probBLOCKS-14-1.pddl,causal,1,36,99.5545,2406949,29,,711152,4.0873e+06,1.10846e+07,1343750,918698,17558982,7431548,12,24,0,0
blocks,probBLOCKS-14-1.pddl,comb-w,1,36,95.5595,1013166,29,1666,218275,1.37741e+06,3.02535e+07,1195149,2050177,25448822,7953189,12,24,0,0
blocks,probBLOCKS-14-1.pddl,tr-select,1,36,99.0733,,,,,,,,,,,,,,
blocks,probBLOCKS-14-1.pddl,symk,1,36,88.369,,29,,,,,,,,,,,,
blocks,probBLOCKS-15-0.pddl,causal,1,40,656.844,1030046,31,,1057097,1.68469e+07,2.12089e+08,4481005,6187079,49044758,22283337,15,29,0,0
blocks,probBLOCKS-15-0.pddl,comb-w,1,40,607.634,3315775,31,2025,290961,1.68469e+07,2.12089e+08,5812641,7598373,58809968,30935065,16,28,0,0
blocks,probBLOCKS-15-0.pddl,tr-select,1,40,607.864,,,,,,,,,,,,,,
blocks,probBLOCKS-15-0.pddl,symk,1,40,1054.75,,31,,,,,,,,,,,,
blocks,probBLOCKS-15-1.pddl,causal,0,,,1033735,31,,990173,,,,,,,,,,
blocks,probBLOCKS-15-1.pddl,comb-w,0,,,3313245,31,2025,287427,,,,,,,,,,
blocks,probBLOCKS-15-1.pddl,tr-select,0,,,,,,,,,,,,,,,,
blocks,probBLOCKS-15-1.pddl,symk,0,,,,31,,,,,,,,,,,,
blocks,probBLOCKS-16-1.pddl,causal,0,,,1187597,33,,1125172,,,,,,,,,,
blocks,probBLOCKS-16-1.pddl,comb-w,0,,,5653305,33,2432,511968,,,,,,,,,,
blocks,probBLOCKS-16-1.pddl,tr-select,0,,,,,,,,,,,,,,,,
blocks,probBLOCKS-16-1.pddl,symk,0,,,,33,,,,,,,,,,,,
blocks,probBLOCKS-16-2.pddl,causal,0,,,1187597,33,,1125172,,,,,,,,,,
blocks,probBLOCKS-16-2.pddl,comb-w,0,,,5653305,33,2432,511968,,,,,,,,,,
blocks,probBLOCKS-16-2.pddl,tr-select,0,,,,,,,,,,,,,,,,
blocks,probBLOCKS-16-2.pddl,symk,0,,,,33,,,,,,,,,,,,
blocks,probBLOCKS-17-0.pddl,causal,0,,,1596873,35,,1269370,,,,,,,,,,
blocks,probBLOCKS-17-0.pddl,comb-w,0,,,8390434,35,2890,662177,,,,,,,,,,
blocks,probBLOCKS-17-0.pddl,tr-select,0,,,,,,,,,,,,,,,,
blocks,probBLOCKS-17-0.pddl,symk,0,,,,35,,,,,,,,,,,,
blocks,probBLOCKS-4-0.pddl,causal,1,6,0.00381191,372,9,,836,5,165,44,53,9198,2264,1,5,0,0
blocks,probBLOCKS-4-0.pddl,comb-w,1,6,0.00440011,346,9,56,1004,5,165,57,59,8176,2473,1,5,0,0
blocks,probBLOCKS-4-0.pddl,tr-select,1,6,0.00378031,,,,,,,,,,,,,,
blocks,probBLOCKS-4-0.pddl,symk,1,6,0.00406617,,9,,,,,,,,,,,,
blocks,probBLOCKS-4-1.pddl,causal,1,10,0.00417206,370,9,,851,6,168,44,66,9198,2306,5,5,0,0
blocks,probBLOCKS-4-1.pddl,comb-w,1,10,0.00396361,343,9,56,1012,6,168,65,78,9198,2538,5,5,0,0
blocks,probBLOCKS-4-1.pddl,tr-select,1,10,0.00481347,,,,,,,,,,,,,,
blocks,probBLOCKS-4-1.pddl,symk,1,10,0.00468274,,9,,,,,,,,,,,,
blocks,probBLOCKS-4-2.pddl,causal,1,6,0.0038686,366,9,,848,4,165,41,43,9198,2253,1,5,0,0
blocks,probBLOCKS-4-2.pddl,comb-w,1,6,0.0040402,344,9,56,1004,4,165,53,57,9198,2478,1,5,0,0
blocks,probBLOCKS-4-2.pddl,tr-select,1,6,0.00392444,,,,,,,,,,,,,,
blocks,probBLOCKS-4-2.pddl,symk,1,6,0.00403718,,9,,,,,,,,,,,,
blocks,probBLOCKS-5-0.pddl,causal,1,12,0.0106197,1332,11,,1839,16,410,108,140,22484,5239,5,7,0,0
blocks,probBLOCKS-5-0.pddl,comb-w,1,12,0.011238,1410,11,100,1983,16,410,113,250,23506,5557,5,7,0,0
blocks,probBLOCKS-5-0.pddl,tr-select,1,12,0.00880396,,,,,,,,,,,,,,
blocks,probBLOCKS-5-0.pddl,symk,1,12,0.00927151,,11,,,,,,,,,,,,
blocks,probBLOCKS-5-1.pddl,causal,1,10,0.00887351,1348,11,,1838,11,410,91,139,22484,5187,3,7,0,0
blocks,probBLOCKS-5-1.pddl,comb-w,1,10,0.00897973,1436,11,100,1970,11,410,105,219,22484,5515,3,7,0,0
blocks,probBLOCKS-5-1.pddl,tr-select,1,10,0.0115769,,,,,,,,,,,,,,
blocks,probBLOCKS-5-1.pddl,symk,1,10,0.012094,,11,,,,,,,,,,,,
blocks,probBLOCKS-5-2.pddl,causal,1,16,0.0106444,1332,11,,1818,53,410,218,141,23506,5417,8,8,0,0
blocks,probBLOCKS-5-2.pddl,comb-w,1,16,0.0107202,1414,11,100,1979,53,410,295,226,24528,5838,8,8,0,0
blocks,probBLOCKS-5-2.pddl,tr-select,1,16,0.0109149,,,,,,,,,,,,,,
blocks,probBLOCKS-5-2.pddl,symk,1,16,0.0115569,,11,,,,,,,,,,,,
blocks,probBLOCKS-6-0.pddl,causal,1,12,0.027406,5642,13,,3347,28,922,196,175,48034,12249,4,8,0,0
blocks,probBLOCKS-6-0.pddl,comb-w,1,12,0.0234861,5319,13,162,3573,28,922,256,266,44968,12562,4,8,0,0
blocks,probBLOCKS-6-0.pddl,tr-select,1,12,0.0289184,,,,,,,,,,,,,,
